,time,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,MACD_Signal,RSI,Stoch,Stoch_Signal,BB_High,BB_Low,BB_Mid,ATR,OBV,Force_Index,Conversion_Line,Base_Line,Leading_Span_A,Leading_Span_B,Lagging_Span,Fib_Level 0.0,Fib_Level 0.236,Fib_Level 0.382,Fib_Level 0.5,Fib_Level 0.618,Fib_Level 0.786,Fib_Level 1.0
53,2024-08-15,128.21,128.61,127.32,127.81,2266445,124.922,128.38219999999998,126.1334157019049,-0.285509138281725,-0.9851275110513774,53.12792223924899,80.14285714285714,86.40376303076538,131.2972728569056,118.54672714309439,124.922,3.069406589907751,1187526,829117.0890410349,123.59,125.825,130.78500000000003,,133.57,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
54,2024-08-16,128.21,130.1,128.21,129.7,5109223,125.1505,128.54039999999998,126.47309039696157,0.028888919917903877,-0.7823242248575212,56.593098725974066,93.64285714285704,86.54761904761904,131.85814183599553,118.44285816400445,125.1505,3.0137346906286253,6296749,2090162.0006065913,124.78,125.825,130.78500000000003,,133.87,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
55,2024-08-19,130.2,130.49,129.1,129.6,2508560,125.46849999999999,128.6624,126.77089131153666,0.2669057584513155,-0.5724782281957539,56.3557035397322,92.92857142857136,88.90476190476186,132.3835250180312,118.55347498196876,125.46849999999999,2.89775364129801,3788189,1755730.8576627946,124.98,125.23,131.15,,133.37,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
56,2024-08-20,129.8,131.59,129.8,130.59,3753490,125.7665,128.7614,127.13461594853317,0.5293188854111008,-0.35211880547438296,58.22403860707794,93.33333333333333,93.30158730158723,133.0168579911614,118.5161420088386,125.7665,2.83291409549101,7541679,2035762.8922824005,125.83,125.08,132.32999999999998,,133.27,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
57,2024-08-21,129.7,132.88,129.7,132.58,6137230,126.13899999999998,128.7912,127.65322395343478,0.887627530346407,-0.10416953831022496,61.76701336611734,98.15837937384909,94.8067613785846,133.96309074589487,118.31490925410509,126.13899999999998,2.857705945813081,13678909,3489666.4362420654,127.02,124.88,132.85000000000002,,133.57,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
58,2024-08-22,133.08,133.57,132.58,132.88,3032995,126.576,128.8668,128.15101214834576,1.1821698871436297,0.15309834678054599,62.286284035872875,95.93639575971731,95.80936948896658,134.8670515617742,118.2849484382258,126.576,2.7242983782550025,16711904,3121128.159636049,129.45,125.08,133.0525,,134.96,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
59,2024-08-23,132.78,132.78,131.49,132.18,3064441,126.829,128.9084,128.53472527707473,1.3436242135557563,0.39120352013558807,60.23070132345775,90.47945205479462,94.85807572945367,135.47233708702828,118.18566291297171,126.829,2.6289913512367873,13647463,2368808.608259476,130.345,125.08,132.5075,,134.47,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
60,2024-08-26,132.38,132.58,130.59,130.59,2598875,126.953,128.96200000000002,128.73046572687713,1.327970204749846,0.5785568570584397,55.73158044663299,79.01408450704231,88.47664410718475,135.73631395317273,118.16968604682728,126.953,2.5833491118627316,11048588,1440091.485650978,130.445,125.08,131.835,,133.08,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
61,2024-08-27,130.59,131.69,129.5,131.59,2346895,127.1765,129.0514,129.0028023243174,1.3803441841212702,0.7389143224710059,57.86342966253444,85.3333333333334,84.94228996505677,136.18991061973762,118.16308938026239,127.1765,2.5552527467296793,13395483,1569634.8448436956,130.445,125.08,129.8725,,133.17,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
62,2024-08-28,132.08,133.57,131.98,132.38,2721387,127.41000000000001,129.08720000000002,129.32444019819192,1.4686674536102942,0.8848649486988636,59.5218510343296,90.41095890410962,84.91945891482844,136.70418312709617,118.11581687290386,127.41000000000001,2.5141632648204157,16116870,1652529.257008879,130.89,125.08,129.625,,133.17,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
