,time,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,MACD_Signal,RSI,Stoch,Stoch_Signal,BB_High,BB_Low,BB_Mid,ATR,OBV,Force_Index,Conversion_Line,Base_Line,Leading_Span_A,Leading_Span_B,Lagging_Span,Fib_Level 0.0,Fib_Level 0.236,Fib_Level 0.382,Fib_Level 0.5,Fib_Level 0.618,Fib_Level 0.786,Fib_Level 1.0
101,2024-10-24,61.67,61.74,61.14,61.34,756579,61.455,60.9284,61.299673636751265,0.1323778897387129,0.19595119319143148,51.871364928358425,33.540372670807855,25.100172017758286,62.07327178489749,60.836728215102504,61.455,0.6740228703353692,23493135,-13214.300511336212,61.705,61.705,60.265,60.165000000000006,62.41,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
102,2024-10-25,61.61,61.74,61.34,61.41,997728,61.432,60.9794,61.31018090944162,0.127040726647202,0.1821690998825856,52.798763015245356,37.88819875776395,32.09109730848885,62.020306042804535,60.84369395719547,61.432,0.6544498081685571,24490863,-1349.2632954320125,61.705,61.705,60.317499999999995,60.165000000000006,63.01,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
103,2024-10-28,61.2,61.74,61.2,61.54,1106555,61.432,61.038199999999996,61.33206844187575,0.13178180141428442,0.17209164018892537,54.55031691171292,45.9627329192548,39.13043478260886,62.020306042804535,60.84369395719547,61.432,0.6462748218708031,25597418,19393.795746772965,61.705,61.805,60.335,60.165000000000006,62.21,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
104,2024-10-29,61.61,61.94,61.54,61.54,1298643,61.432,61.0904,61.35187144741139,0.13399453177122922,0.16447221850538615,54.55031691171292,38.29787234042556,40.71626800581476,62.020306042804535,60.84369395719547,61.432,0.6286837631657456,26896061,16623.25349723397,61.705,61.805,60.335,60.165000000000006,62.54,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
105,2024-10-30,61.54,61.81,61.27,61.34,627682,61.3985,61.1292,61.350740833372214,0.11824673325578061,0.15522712145546505,51.16280755359887,24.113475177305265,36.124693478995205,61.92432411508062,60.872675884919374,61.3985,0.6223492086539065,26268379,-3685.2684309419274,61.705,61.805,60.4675,60.165000000000006,62.88,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
106,2024-10-31,61.2,63.55,61.2,62.61,2892451,61.432,61.166599999999995,61.47067027781296,0.20587171466668508,0.16535604009770907,65.72011350243497,63.13725490196083,41.84953413989721,62.143971909558466,60.72002809044154,61.432,0.7457528366071985,29160830,521614.45134490525,62.275,62.175,60.667500000000004,60.165000000000006,63.01,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
107,2024-11-01,62.88,63.48,62.54,62.54,1732251,61.472,61.176,61.57251120373553,0.2665936036391443,0.18560355280599614,64.5775227523583,60.39215686274513,49.214295647337075,62.32468047942963,60.61931952057037,61.472,0.7596276339923984,27428579,429775.5911527759,62.275,62.175,60.9,60.365,63.75,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
108,2024-11-04,62.88,63.75,61.81,61.87,1856395,61.4885,61.1772,61.600843470046435,0.2576823359834961,0.20001930944149615,54.763538686069516,31.636363636363544,51.72192513368983,62.35840286814123,60.61859713185877,61.4885,0.8439399458500841,25572184,190695.55670237893,62.375,62.275,60.9,60.365,63.21,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
109,2024-11-05,61.94,62.21,61.54,61.94,1084183,61.5255,61.17979999999999,61.633144091946775,0.25334806832185564,0.21068506121756805,55.52403526602067,34.1818181818181,42.07011289364225,62.40605607430779,60.64494392569221,61.5255,0.8315156640036497,26656367,174295.16431632487,62.445,62.275,61.085,60.365,62.41,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
110,2024-11-06,62.07,62.48,62.07,62.14,1417991,61.589,61.19179999999999,61.68141608318994,0.2630195330505174,0.22115195558415793,57.71153113250856,41.454545454545475,35.757575757575694,62.45435310711891,60.723646892881085,61.589,0.8106931165748176,28074358,189909.8836997076,62.475,62.275,61.235,60.365,62.54,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
