Horizon,MSE,MAE,Direction_Accuracy
1,0.0008729252682553137,0.02062203988272098,52.77777777777778
2,0.0021769891081780367,0.03571887577141987,63.888888888888886
3,0.00279968226372483,0.039319985730302036,55.55555555555556
