Horizon,MSE,MAE,Direction_Accuracy
1,0.0005061657891792175,0.013943468955235508,47.22222222222222
2,0.001036921916573805,0.020391181820886117,47.22222222222222
3,0.0010123781592259829,0.021224311147221734,50.0
