True,Predicted
-0.004975124378109406,-0.016439037983959126
-0.07000000000000005,0.008890750311315497
-0.059139784946236514,-0.014854511712240814
0.0685714285714286,-0.0007734117557101679
0.06595365418894823,0.005290432059632684
-0.008361204013377926,-0.014027304381857404
0.011804384485666152,0.02533934626720592
-0.011666666666666714,0.0012367779037501512
-0.02023608768971325,-0.004489578997468538
0.0,0.0058533628306492
0.0017211703958692154,0.0036702524643331437
0.005154639175257683,-0.0004615829736766581
-0.008547008547008548,-0.0005262771290382889
0.0034482758620690145,0.00799788752205502
-0.012027491408934755,0.004292900419374521
0.0,0.0010289521170733856
-0.003478260869565267,0.007964764295864995
-0.0034904013961604844,-0.00021764749902323667
-0.0017513134851138603,0.0039375645738984515
0.0,0.0023497208102134072
0.0017543859649123057,0.0018170737339715233
-0.008756567425569177,0.0016787333421322398
0.0,0.0006972179677160668
0.003533568904593564,0.00414502006502176
0.033450704225352214,0.001089173960107455
0.0,0.005372576319183614
-0.020442930153322023,-0.005292420211551043
-0.008695652173913044,0.004312641382293526
0.0017543859649123057,0.007036828144123246
0.0,0.00036923868551652433
-0.0035026269702277207,0.0012278293361039903
-0.00175746924428825,0.003966087908099061
0.0035211267605634307,0.0023772079090053967
-0.0035087719298246113,0.0024768477234474446
0.0,0.0016230164487202013
-0.0017605633802815902,0.0057742139097727895
