Index,True,Predicted,Error
0,0.03536741799523547,0.03424067651677612,-0.001126741478459349
1,-0.06831858407079645,0.007725039267007915,0.07604362333780437
2,-0.04597264437689973,0.028745805847073234,0.07471845022397296
3,0.06929510155316615,0.029785696139234184,-0.03950940541393197
4,0.03407821229050276,0.0054181359417224215,-0.028660076348780338
5,-0.010444804610120624,0.0054815918365977295,0.015926396446718352
6,-0.010555050045496003,0.022833923590846097,0.0333889736363421
7,-0.00533382379988963,0.011049232553990934,0.016383056353880564
8,0.0,0.005503296583595092,0.005503296583595092
9,0.010724852071005885,0.0064207801615426595,-0.004304071909463226
10,0.0018294914013904395,0.002600577989479048,0.0007710865880886084
11,-0.012417823228634035,0.0008612146840009641,0.013279037912635
12,0.007211538461538472,0.007685886510615602,0.0004743480490771298
13,-0.0018358729575913607,0.005455755249924179,0.00729162820751554
14,0.035681441971675644,0.002410110810386953,-0.03327133116128869
15,-0.013851891315929695,-0.004387962744036295,0.0094639285718934
16,0.001800828381055311,0.012148707187513982,0.01034787880645867
17,-0.012223620348732693,-0.0014618994171250747,0.010761720931607618
18,0.0,0.010302722344421306,0.010302722344421306
19,0.005277525022747937,0.006335139662650022,0.0010576146399020846
20,0.003620564808109988,-0.0014216799786209633,-0.005042244786730951
21,0.005230880230880215,0.0021205850089002923,-0.003110295221979923
22,0.015610981518033458,0.0016309258060413683,-0.013980055711992088
23,-0.001766784452296845,-0.0004607481063466693,0.0013060363459501756
24,-0.005309734513274286,0.0019371321545445905,0.007246866667818876
25,0.010676156583629791,-0.0028431085591376047,-0.013519265142767396
26,-0.010563380281690042,0.0003255744625129221,0.010888954744202964
27,-0.003558718861210015,-0.002268113757457421,0.001290605103752594
28,-0.001785714285714311,0.0007405697970329189,0.00252628408274723
29,-0.008944543828264758,0.002051484423545651,0.010996028251810409
30,-0.007220216606498169,0.00151610017448278,0.00873631678098095
31,0.005454545454545403,0.0007815311989100174,-0.004673014255635386
32,0.007233273056057969,-0.002070487551842602,-0.009303760607900571
33,-0.005385996409335804,0.0005315617559587016,0.005917558165294505
34,-0.0036101083032490204,0.006084960665851451,0.009695068969100471
35,-0.0018115942028985763,-0.0029587328068760937,-0.0011471386039775173
