,symbol,exchange,ev,ceiling,floor,ref_price,open,match_price,close_price,price_change,price_change_pct,high,low,total_volume,high_price_1y,low_price_1y,pct_low_change_1y,pct_high_change_1y,foreign_volume,foreign_room,avg_match_volume_2w,foreign_holding_room,current_holding_ratio,max_holding_ratio
0,VCB,HOSE,469588940282800,60300,52500,56400,56500,56200,56200,-200,-0.0035461,56500,56100,3439645,68600,52000,0.0704761905,-0.1649331352,992997,2506702528,4263866,1848565247,0.22123469692202466,0.3
