time,volume,volume_sma20,volume_ratio,volume_class,accumulation,distribution
2024-10-10,2625177,3415165.85,0.7686821417472302,Low,False,False
2024-10-11,2373079,3266286.5,0.72653730773464,Low,False,False
2024-10-14,2825429,3205564.4,0.8814138939152182,Normal,False,False
2024-10-15,3078240,3239847.2,0.9501188821497507,Normal,False,False
2024-10-16,2006161,3197761.3,0.6273642125820962,Very Low,False,False
2024-10-17,1658879,3201991.45,0.5180772734418139,Very Low,False,False
2024-10-18,1599576,3020249.65,0.5296171460528106,Very Low,False,False
2024-10-21,1862336,2966672.15,0.6277525475809654,Very Low,False,False
2024-10-22,2253327,2975327.7,0.7573374186648415,Low,False,False
2024-10-23,1637360,2830940.95,0.5783801318780598,Very Low,False,False
2024-10-24,4369950,2850066.75,1.5332798784449522,Very High,True,False
2024-10-25,2172351,2810112.0,0.7730478358157966,Normal,False,False
2024-10-28,2927947,2854171.7,1.0258482347085145,High,False,True
2024-10-29,2033574,2853720.65,0.7126044379992135,Low,False,False
2024-10-30,3437020,2918448.05,1.1776875726809666,High,False,True
2024-10-31,5177693,3029833.3,1.708903588854212,Very High,False,True
2024-11-01,2182658,2831934.15,0.7707304917383054,Low,False,False
2024-11-04,2121224,2638236.35,0.8040310717423024,Normal,False,False
2024-11-05,1063141,2546881.4,0.41742854614274544,Very Low,False,False
2024-11-06,2598835,2500197.85,1.0394517377894712,High,False,False
2024-11-07,1154788,2426678.4,0.47587187490522026,Very Low,False,False
2024-11-08,1597360,2387892.45,0.6689413503526928,Low,False,False
2024-11-11,2742114,2383726.7,1.1503474790125898,High,False,True
2024-11-12,1734699,2316549.65,0.7488287591850233,Low,False,False
2024-11-13,2773315,2354907.35,1.1776747819823994,High,False,False
2024-11-14,1781237,2361025.25,0.7544336935829042,Low,False,False
2024-11-15,3697005,2465896.7,1.4992538008587302,Very High,False,True
2024-11-18,3752034,2560381.6,1.4654198421047862,Very High,False,True
2024-11-19,2736295,2584530.0,1.0587205410654936,High,False,True
2024-11-20,2820172,2643670.6,1.0667637639878433,High,True,False
2024-11-21,2255565,2537951.35,0.8887345299191807,Normal,False,False
2024-11-22,2179029,2538285.25,0.8584649814279147,Normal,False,False
2024-11-25,2450009,2514388.35,0.9743956219014457,Normal,False,False
2024-11-26,1678113,2496615.3,0.6721552175058769,Low,False,False
2024-11-27,1588583,2404193.45,0.6607550652797927,Low,False,False
2024-11-28,1275083,2209062.95,0.5772053711733294,Very Low,False,False
2024-11-29,1107140,2155287.05,0.5136856364445748,Very Low,False,False
2024-12-02,1232443,2110848.0,0.5838615570614274,Very Low,False,False
2024-12-03,2427726,2179077.25,1.1141073589749972,High,False,True
2024-12-04,2749303,2186600.65,1.2573411610391683,Very High,False,True
2024-12-05,2221363,2239929.4,0.9917111673251845,High,False,False
2024-12-06,1681167,2244119.75,0.7491431774084248,Low,False,False
2024-12-09,1764954,2195261.75,0.8039833974240201,Normal,False,False
2024-12-10,1714418,2194247.7,0.7813238222831451,Normal,False,False
2024-12-11,2027577,2156960.8,0.9400156924502291,Normal,False,False
2024-12-12,2252448,2180521.35,1.0329859875024843,High,True,False
2024-12-13,1399402,2065641.2,0.6774661543350317,Low,False,False
2024-12-16,2389158,1997497.4,1.1960756494601696,High,True,False
2024-12-17,1206503,1921007.8,0.6280573144991916,Very Low,False,False
2024-12-18,1616812,1860839.8,0.8688614678168427,Normal,False,False
2024-12-19,2629962,1879559.65,1.3992437005125111,Very High,False,True
2024-12-20,3801451,1960680.75,1.9388424148092442,Very High,True,False
2024-12-23,1350461,1905703.35,0.7086417726032753,Low,False,False
2024-12-24,1290269,1886311.15,0.6840170562528881,Low,False,False
2024-12-25,1304582,1872111.1,0.6968507371170439,Low,False,False
2024-12-26,1711855,1893949.7,0.9038545215852354,Normal,False,False
2024-12-27,2445187,1960852.05,1.2470022916823327,Very High,False,False
2024-12-30,1492983,1973879.05,0.7563700521569444,Low,False,False
2024-12-31,1643941,1934689.8,0.8497181305240767,Normal,False,False
2025-01-02,1339894,1864219.35,0.7187426737095074,Low,False,False
2025-01-03,1779619,1842132.15,0.9660647853086979,Normal,False,False
2025-01-06,2108984,1863523.0,1.131718792845594,High,False,True
2025-01-07,2811099,1915830.25,1.4673006650771905,Very High,False,True
2025-01-08,2057556,1932987.15,1.0644437031048035,High,False,False
2025-01-09,1504291,1906822.85,0.7888991890358351,Normal,False,False
2025-01-10,1192540,1853827.45,0.6432853284160832,Low,False,False
2025-01-13,1104262,1839070.45,0.6004457306135281,Very Low,False,False
2025-01-14,1149837,1777104.4,0.6470283906786793,Low,False,False
2025-01-15,1219841,1777771.3,0.6861630627066597,Low,False,False
2025-01-16,1687939,1781327.65,0.9475735696349855,Normal,False,False
2025-01-17,890720,1694365.55,0.5256952963898492,Very Low,False,False
2025-01-20,1638012,1586193.6,1.0326683955855074,High,False,True
2025-01-21,1405722,1588956.65,0.884682410939279,Normal,False,False
2025-01-22,1762572,1612571.8,1.093019237965094,High,False,True
2025-01-23,1783676,1636526.5,1.0899157453301245,High,True,False
2025-01-24,1578694,1629868.45,0.9686020979177798,Normal,False,False
2025-02-03,7286722,1871945.2,3.89259365071157,Very High,False,True
2025-02-04,7132840,2153938.05,3.3115344241214366,Very High,False,True
2025-02-05,3204519,2231966.95,1.4357376573161174,Very High,True,False
2025-02-06,3033470,2316645.75,1.3094233332826135,Very High,False,True
2025-02-07,2555237,2355426.65,1.08482979081518,High,True,False
2025-02-10,2597063,2379830.6,1.0912806146790448,High,False,True
2025-02-11,3438061,2411178.7,1.4258839463039383,Very High,False,True
2025-02-12,2759083,2446255.05,1.127880349189264,High,True,False
2025-02-13,2579334,2500007.2,1.0317306286157895,High,False,True
2025-02-14,6406440,2760702.2,2.3205835095143548,Very High,False,True
2025-02-17,3616591,2886318.65,1.253011686703407,Very High,False,True
2025-02-18,2442358,2950944.7,0.8276529207748284,Normal,False,False
2025-02-19,3075728,3043739.05,1.0105097544416628,High,True,False
2025-02-20,2632849,3090984.55,0.8517832934493316,Normal,False,False
2025-02-21,4723060,3282601.55,1.4388161121778549,Very High,True,False
2025-02-24,11520294,3776715.65,3.0503471978357704,Very High,True,False
2025-02-25,3891802,3901019.65,0.9976371177725291,High,False,False
2025-02-26,3639672,3994874.65,0.9110854078988436,Normal,False,False
2025-02-27,3525626,4081972.15,0.863706529697906,Normal,False,False
2025-02-28,4180628,4212068.85,0.9925355327465742,High,False,False
2025-03-03,3614305,4028448.0,0.8971953963412213,Normal,False,False
2025-03-04,6046776,3974144.8,1.521528858233852,Very High,True,False
2025-03-05,2281264,3927982.05,0.5807725114222455,Very Low,False,False
2025-03-06,3129517,3932784.4,0.7957509697200793,Normal,False,False
2025-03-07,2659929,3938019.0,0.6754484932652687,Low,False,False
2025-03-10,2533190,3934825.35,0.6437871505529463,Low,False,False
2025-03-11,2290854,3877465.0,0.5908122961780442,Very Low,False,False
2025-03-12,2761535,3877587.6,0.7121786236370262,Low,False,False
2025-03-13,5106563,4003949.05,1.275381613559743,Very High,False,True
2025-03-14,2700423,3818648.2,0.7071672640595695,Low,False,False
2025-03-17,4066437,3841140.5,1.0586535431338686,High,True,False
2025-03-18,3285983,3883321.75,0.8461784038368698,Normal,False,False
2025-03-19,3042976,3881684.15,0.78393189203712,Normal,False,False
2025-03-20,3895453,3944814.35,0.9874870283819567,High,False,False
2025-03-21,3331858,3875254.25,0.859777910055837,Normal,False,False
2025-03-24,2493893,3423934.2,0.7283705977760904,Low,False,False
2025-03-25,2327043,3345696.25,0.6955332541021917,Low,False,False
2025-03-26,1849811,3256203.2,0.5680883183211661,Very Low,False,False
2025-03-27,2233560,3191599.9,0.699824561343043,Low,False,False
2025-03-28,5443940,3254765.5,1.6726059066313688,Very High,False,True
2025-03-31,5308209,3339460.7,1.5895407902240022,Very High,False,False
2025-04-01,3137933,3194018.55,0.982440443246643,Normal,False,False
2025-04-02,4687947,3314352.7,1.4144381797386862,Very High,False,True
2025-04-03,16961756,4005964.65,4.234125231234879,Very High,False,True
2025-04-04,9790843,4362510.35,2.244313987702058,Very High,True,False
2025-04-08,13341671,4902934.4,2.7211604136494256,Very High,False,True
2025-04-09,9895364,5283159.9,1.8730010424253862,Very High,False,False
2025-04-10,1515755,5220870.9,0.29032608333601967,Very Low,False,False
2025-04-11,9178387,5424462.1,1.6920363403405474,Very High,True,False
2025-04-14,5487359,5563808.9,0.9862594310167626,High,False,False
2025-04-15,4173838,5569178.95,0.7494530230528864,Low,False,False
2025-04-16,3741175,5591938.55,0.6690300629287137,Low,False,False
2025-04-17,7226501,5801114.8,1.2457090144121954,High,False,False
2025-04-18,3042348,5758459.55,0.5283267119589301,Very Low,False,False
2025-04-21,3024998,5743116.55,0.5267171532501809,Very Low,False,False
2025-04-22,6966814,5966762.6,1.1676036851206382,High,False,True
2025-04-23,3589382,6029879.55,0.5952659535297019,Very Low,False,False
2025-04-24,1959766,6035377.3,0.3247130879456368,Very Low,False,False
2025-04-25,8125834,6329991.0,1.283703878883872,Very High,True,False
2025-04-28,2670118,6191299.9,0.431269368812194,Very Low,False,False
2025-04-29,2560129,6053895.9,0.42288949831463074,Very Low,False,False
2025-05-05,4242785,6109138.5,0.6944980867596962,Low,False,False
2025-05-06,2505912,6000036.75,0.4176494418971684,Very Low,False,False
2025-05-07,2910910,5297494.45,0.549488069779856,Very Low,False,False
2025-05-08,3266128,4971258.7,0.6570022195787155,Low,False,False
2025-05-09,3839463,4496148.3,0.8539449199217918,Normal,False,False
2025-05-12,5868031,4294781.65,1.3663164924810554,Very High,True,False
2025-05-13,4359100,4436948.9,0.9824544069011026,Normal,False,False
2025-05-14,5045042,4230281.65,1.19260191576133,High,False,True
2025-05-15,4097846,4160806.0,0.9848683163790861,High,False,False
2025-05-16,3204963,4112362.25,0.7793484146490256,Normal,False,False
2025-05-19,2803390,4065473.0,0.6895605997137356,Low,False,False
2025-05-20,3228264,3865561.15,0.8351346349804866,Normal,False,False
2025-05-21,4473493,3937118.4,1.1362353237840142,High,False,True
2025-05-22,2674376,3919587.3,0.6823106095889229,Low,False,False
2025-05-23,1671303,3654811.75,0.45728839522309184,Very Low,False,False
2025-05-26,2735753,3612130.3,0.7573793780362796,Low,False,False
2025-05-27,3680800,3698182.0,0.9952998527384537,High,False,False
2025-05-28,3901700,3486975.3,1.1189353707208651,High,False,True
2025-05-29,2182300,3462584.4,0.630251785342763,Low,False,False
2025-05-30,3273900,3498272.95,0.9358617943176789,Normal,False,False
2025-06-02,2644100,3418338.7,0.7735043926454683,Normal,False,False
