time,rsi,stoch_k,stoch_d,macd,adx
2025-01-10,28.534284922672327,2.8301886792453903,12.05450733752626,-0.20348815768038647,21.67125328535761
2025-01-13,30.17138152916793,9.119496855345886,10.062893081761011,-0.194459230165481,23.696820736462065
2025-01-14,33.29785432097029,15.094339622641636,9.014675052410967,-0.1622219990791247,25.577704798201914
2025-01-15,34.94870663166151,19.397993311036956,14.537276596341487,-0.1225020348503355,25.877684397038248
2025-01-16,38.084215831630395,26.551724137931156,20.34801902386991,-0.07415142795087537,25.407826117040198
2025-01-17,39.73078050431772,33.33333333333351,26.42768359410054,-0.02850050377802671,24.971529142756292
2025-01-20,38.62459976767181,29.501915708812387,29.795657726692344,0.00036664033324307344,25.211075223388328
2025-01-21,37.60969339327012,26.05363984674329,29.629629629629722,0.01783811385345979,25.433510869689506
2025-01-22,35.3845990171711,22.535211267605792,26.03025560772048,0.020190518616160058,25.6400582555406
2025-01-23,42.52535562770826,42.85714285714306,30.481997990497373,0.050549670418234105,24.969369987222397
2025-01-24,45.675137641821884,57.60869565217393,41.000349925640926,0.08399268609259081,23.82962815712198
2025-02-03,30.25998463764583,0.0,33.48861283643899,0.0006377086462050485,24.771567295073513
2025-02-04,28.432626038915103,7.569721115537764,21.726138922570556,-0.06540198979296641,26.150593568654156
2025-02-05,44.199635957838055,57.76892430278872,21.779548472775485,-0.018060453403926924,26.120882244469186
2025-02-06,38.53924757058532,26.693227091633272,30.677290836653242,-0.03228234791126916,25.906197726174117
2025-02-07,39.60708130926027,30.677290836653253,38.379814077025074,-0.028112350851477452,25.7068478163287
2025-02-10,38.24737327304565,23.10756972111549,26.826029216467333,-0.031076319377022488,25.521737185757953
2025-02-11,36.81467456822535,15.139442231075527,22.974767596281414,-0.038923690615957574,26.031275896791122
2025-02-12,43.43233102791151,39.834024896265355,26.027012282818784,0.00044598084123936843,25.809978571524947
2025-02-13,41.11371213738363,27.800829875518488,27.591432334286452,0.011824172679244072,25.750337095786772
2025-02-14,38.233462419710584,12.03319502074687,26.556016597510233,-0.0007091556656092513,25.829126142540552
2025-02-17,36.151971491486094,0.0,13.278008298755111,-0.021827537782984296,26.31992889051337
2025-02-18,39.688027294759586,12.03319502074687,8.022130013831239,-0.010155810409663846,26.775674299345273
2025-02-19,45.106994822493824,31.950207468879547,14.6611341632088,0.033604774378506064,26.14813652208831
2025-02-20,44.21567669980097,31.603773584905444,25.19572535817728,0.058093194071690446,25.565422871778274
2025-02-21,51.267495872202815,66.5024630541871,43.352148035990695,0.11886384225915858,24.785599209510895
2025-02-24,66.72333401767958,97.6063829787233,65.23753987260528,0.30357984448731873,25.936850227961322
2025-02-25,59.14756609071825,72.53886010362687,78.8825687121791,0.35202900789031055,27.085181051726227
2025-02-26,60.21009524324939,77.46113989637294,82.5354609929077,0.3793733497706128,28.151488245222207
2025-02-27,53.36569464701401,54.92227979274605,68.30742659758195,0.32354477055289066,27.832528792542373
2025-02-28,53.36569464701401,54.92227979274605,62.43523316062167,0.27329558563601336,27.5363521579111
2025-03-03,59.342014240849544,80.05181347150251,63.2987910189982,0.2904578402637297,27.26133099718206
2025-03-04,60.95312547465737,87.56476683937814,74.17962003454222,0.3049145819069587,27.664788892118587
2025-03-05,54.74960695810569,67.61658031088082,78.41105354058715,0.24857602848367893,27.65118366504463
2025-03-06,55.941184954612716,72.53886010362687,75.90673575129527,0.21151611792526206,26.709847037661927
2025-03-07,54.39851905646849,67.61658031088082,69.25734024179616,0.163749628706465,25.96969200090899
2025-03-10,52.749522206198954,59.383753501400484,66.51306463863605,0.11076506653431809,25.282405181066974
2025-03-11,51.985835943491814,53.04878048780492,60.016371433362075,0.06405494265563175,23.911947583360778
2025-03-12,50.24498596243037,46.95121951219508,53.127917833800154,0.016560199830525868,23.092307607076656
2025-03-13,48.58062433014009,16.810344827586228,38.9367816091954,-0.028336141456392544,21.786770705574018
2025-03-14,49.52824484997445,9.852216748768257,24.53792702951652,-0.0506786082953225,20.574486439892997
2025-03-17,56.95989001835481,58.15217391304361,28.27157849646603,-0.00845840660140415,20.493929204097252
2025-03-18,52.28990071219636,31.521739130434753,33.17537659741554,-0.01475757216862092,20.41912605657263
2025-03-19,50.55894116515571,21.195652173913118,36.956521739130494,-0.03195858985343536,19.208971655860037
2025-03-20,46.38171293224697,20.247933884297353,24.321775062881738,-0.07352525388751341,18.518807746474348
2025-03-21,42.51964922395401,3.585657370518067,15.009747809576174,-0.1286554375099084,18.011031108544515
2025-03-24,43.552659725745244,12.033195020746835,11.955595425187413,-0.15145130369860094,17.18351353590814
2025-03-25,43.552659725745244,13.063063063063032,9.560638484775973,-0.15882222739086893,16.415104361317223
2025-03-26,41.893622210856634,4.50450450450457,9.866920862771474,-0.16790206810004335,15.32661947372894
2025-03-27,41.0082141657574,0.0,5.855855855855862,-0.17145077211460683,14.507864139244173
2025-03-28,34.89302876190321,3.2362459546926066,2.580250153065721,-0.2137137016437718,15.142050413840908
2025-03-31,38.60628276188534,12.621359223301004,5.285868392664532,-0.2098926447015991,14.782036002110072
2025-04-01,40.98124913480618,18.770226537216796,11.542610571736796,-0.1832907225408593,14.868115713489658
2025-04-02,38.53119811078803,9.385113268608398,13.592233009708728,-0.17401943411698448,14.582259087926657
2025-04-03,20.74953681008452,2.9154518950437733,10.356930566956317,-0.40352910176665585,17.525477678380064
2025-04-04,36.52311184428,50.55679287305123,20.95245267890113,-0.4002467727496974,21.027979329464433
2025-04-08,25.5640626031894,7.825086306098963,20.43244369139798,-0.6198190254109542,24.28030229118563
2025-04-09,21.257505997067312,5.560882070949169,21.314253750033114,-0.874251743314124,27.921895754751485
2025-04-10,37.54981320908254,39.648437500000014,17.678135292349378,-0.7586797288786995,30.863314358932353
2025-04-11,44.09983903311505,57.519531249999986,34.24295027364972,-0.5208243530985917,31.086395744609906
2025-04-14,42.57567265955273,52.36686390532547,49.84494421844181,-0.37140641303371513,31.293542745596202
2025-04-15,41.04785840205782,46.64694280078892,52.177779318704786,-0.28440556933383965,31.568537203104853
2025-04-16,40.26974550618301,45.076142131979665,48.02998294603134,-0.22193194007530614,31.947300960637268
2025-04-17,40.26974550618301,45.076142131979665,45.59974235491608,-0.15909351424524942,32.75960643050101
2025-04-18,42.78544074987664,50.964467005076095,47.03891708967847,-0.061943683794504434,32.88867964183098
2025-04-21,43.22940073882057,53.00207039337474,49.680893176810166,0.021127819258213165,33.048867598885174
2025-04-22,40.90501892311317,45.96273291925465,49.976423439235155,0.04119462162961596,34.15136337629947
2025-04-23,42.804481040719274,60.98484848484845,53.31655059915928,0.0889103726881173,34.5742539709049
