,time,open,high,low,close,volume
76,2024-09-19,134.07,134.86,133.37,134.27,5162767
77,2024-09-20,135.36,136.05,134.07,134.37,3728818
78,2024-09-23,134.96,134.96,132.48,133.08,2449563
79,2024-09-24,133.08,133.77,132.78,133.57,2017214
80,2024-09-25,133.37,133.87,132.68,133.87,4486319
81,2024-09-26,134.07,134.07,132.98,133.37,2821536
82,2024-09-27,133.37,133.47,132.58,133.27,3358474
83,2024-09-30,133.27,133.57,132.08,133.57,3037449
84,2024-10-01,133.77,135.26,133.77,134.96,4732079
85,2024-10-02,133.67,134.96,133.67,134.47,1725815
86,2024-10-03,134.47,135.16,133.08,133.08,2306560
87,2024-10-04,133.37,133.87,132.58,133.17,1473158
88,2024-10-07,133.27,133.97,132.68,133.17,1336595
89,2024-10-08,133.17,134.17,132.68,132.88,2114750
90,2024-10-09,133.37,134.86,133.37,134.47,2626409
91,2024-10-10,134.86,141.02,134.86,140.72,9980507
92,2024-10-11,141.02,141.81,138.64,138.64,3824418
93,2024-10-14,140.13,140.33,136.15,136.65,5616349
94,2024-10-15,136.65,137.64,135.66,136.05,2869640
95,2024-10-16,135.46,136.15,135.06,135.36,2762322
96,2024-10-17,135.56,136.15,134.57,136.05,2584896
97,2024-10-18,136.45,136.85,135.66,136.05,2175065
98,2024-10-21,136.05,136.75,134.57,134.57,2688428
99,2024-10-22,134.76,134.76,132.08,132.18,6022016
100,2024-10-23,131.98,133.87,131.69,133.27,3019672
101,2024-10-24,133.27,133.37,132.88,133.37,2281798
102,2024-10-25,133.37,133.67,132.68,133.08,1843711
103,2024-10-28,133.17,134.07,132.68,133.97,1509996
104,2024-10-29,134.47,134.57,133.87,134.47,2462885
105,2024-10-30,134.47,134.96,134.27,134.96,1713550
106,2024-10-31,134.96,135.06,134.37,134.96,1244928
107,2024-11-01,134.07,134.07,132.68,133.67,2676189
108,2024-11-04,133.67,133.67,131.78,131.88,3188263
109,2024-11-05,132.08,133.08,131.39,131.69,1663185
110,2024-11-06,132.18,133.67,132.08,133.67,1805646
111,2024-11-07,134.37,136.65,133.27,134.17,3579749
112,2024-11-08,135.16,135.86,134.17,134.86,2110766
113,2024-11-11,135.56,138.54,135.06,137.35,5301235
114,2024-11-12,137.64,137.94,134.96,135.86,2921656
115,2024-11-13,135.76,137.15,135.16,136.85,3460835
116,2024-11-14,136.95,138.93,135.06,135.06,4743684
117,2024-11-15,134.37,134.76,131.69,132.98,6574421
118,2024-11-18,133.08,133.67,131.59,133.08,3910975
119,2024-11-19,132.58,132.68,129.0,129.1,7652727
120,2024-11-20,129.1,131.49,125.83,131.49,8474055
121,2024-11-21,131.49,132.08,130.1,132.08,3183165
122,2024-11-22,131.98,133.47,131.59,132.98,2920914
123,2024-11-25,133.08,133.08,132.28,132.98,1855059
124,2024-11-26,132.48,134.96,132.38,134.27,4182343
125,2024-11-27,134.27,138.74,134.27,137.94,9826373
126,2024-11-28,138.44,139.03,137.35,138.44,4750858
127,2024-11-29,138.44,144.4,138.04,143.3,11617080
128,2024-12-02,144.3,146.0,141.6,142.2,6629554
129,2024-12-03,141.7,145.9,141.7,145.0,5115471
130,2024-12-04,145.0,146.3,142.8,143.5,5618586
131,2024-12-05,144.0,148.5,143.6,148.5,4862983
132,2024-12-06,151.9,151.9,148.0,149.5,4554818
133,2024-12-09,149.2,149.5,146.1,147.0,4551406
134,2024-12-10,147.1,149.5,147.0,149.5,3603755
135,2024-12-11,150.0,151.7,149.7,150.5,4828035
136,2024-12-12,151.9,151.9,149.2,150.2,4158310
137,2024-12-13,149.5,150.9,149.4,149.5,3379800
138,2024-12-16,149.6,150.6,149.5,149.9,3291100
139,2024-12-17,150.1,150.5,147.7,148.0,5947500
140,2024-12-18,148.0,149.8,148.0,148.7,2923400
141,2024-12-19,147.3,149.0,147.2,148.1,4805200
142,2024-12-20,148.5,150.6,148.3,149.5,3538900
143,2024-12-23,149.5,149.9,148.7,149.8,2514800
144,2024-12-24,150.0,150.8,149.4,150.4,2300900
145,2024-12-25,150.6,151.2,150.4,150.8,2513100
146,2024-12-26,151.0,151.4,149.1,149.8,2233300
147,2024-12-27,149.5,149.9,148.7,149.6,2561700
148,2024-12-30,149.4,150.8,148.5,150.5,1982400
149,2024-12-31,150.7,153.9,150.3,152.5,3603200
150,2025-01-02,152.5,152.7,150.1,152.0,3172800
151,2025-01-03,151.3,151.3,149.0,149.0,4336100
152,2025-01-06,149.1,150.2,148.4,149.3,3467100
153,2025-01-07,149.5,151.3,149.5,150.1,3453300
154,2025-01-08,150.0,150.0,148.1,148.3,3879900
155,2025-01-09,148.3,149.2,148.0,148.8,1714400
156,2025-01-10,148.8,149.1,147.2,147.3,2524700
157,2025-01-13,146.1,148.5,144.7,147.6,3488800
158,2025-01-14,147.6,148.0,145.1,145.1,2897200
159,2025-01-15,146.0,146.5,144.8,145.5,2840900
160,2025-01-16,146.2,147.0,145.2,146.5,3568000
161,2025-01-17,146.6,150.1,146.0,149.0,3537000
162,2025-01-20,149.0,150.4,148.2,150.0,2217700
163,2025-01-21,150.5,151.4,149.0,149.9,2480300
164,2025-01-22,149.6,150.6,149.2,149.7,2785600
165,2025-01-23,150.1,156.0,150.0,154.3,7057800
166,2025-01-24,154.1,154.5,153.4,153.4,3655700
167,2025-02-03,148.0,149.2,145.3,145.5,12747700
168,2025-02-04,146.0,147.0,145.3,146.2,5467700
169,2025-02-05,146.9,147.5,145.8,146.3,5204100
170,2025-02-06,147.0,147.3,145.6,146.5,3426600
171,2025-02-07,146.5,146.7,145.8,146.1,3865900
172,2025-02-10,145.5,145.5,142.0,142.0,7749600
173,2025-02-11,142.2,145.4,140.1,145.4,5361400
174,2025-02-12,145.6,145.7,144.3,145.0,1887400
175,2025-02-13,145.0,145.0,142.7,143.1,2850800
176,2025-02-14,144.0,145.0,143.6,144.9,3251700
177,2025-02-17,145.0,145.0,143.4,143.6,2466300
178,2025-02-18,143.8,144.4,143.1,143.9,1664400
179,2025-02-19,143.9,144.9,143.1,144.0,3029800
180,2025-02-20,144.2,144.6,143.0,143.0,3385400
181,2025-02-21,142.8,142.9,141.5,142.0,5312600
182,2025-02-24,142.0,142.0,139.5,140.5,7497900
183,2025-02-25,140.4,140.4,138.2,139.0,6810400
184,2025-02-26,139.1,141.8,138.9,141.8,3323400
185,2025-02-27,142.0,142.2,140.7,141.3,3421700
186,2025-02-28,140.1,141.1,139.0,140.3,4694400
187,2025-03-03,140.5,141.4,140.3,140.5,2533900
188,2025-03-04,139.5,140.6,139.3,140.0,3471300
189,2025-03-05,140.0,140.1,139.1,139.1,2851100
190,2025-03-06,139.5,143.5,139.5,141.6,6417100
191,2025-03-07,141.7,142.7,141.1,141.4,2954500
192,2025-03-10,141.5,141.5,139.2,139.3,5323000
193,2025-03-11,138.0,138.5,137.0,137.5,5784400
194,2025-03-12,137.7,138.7,135.9,135.9,6185000
195,2025-03-13,136.1,138.0,136.1,136.5,3610200
196,2025-03-14,135.6,136.3,130.8,131.4,16094000
197,2025-03-17,131.6,132.1,129.6,130.0,6707000
198,2025-03-18,130.1,132.2,130.0,130.0,5508500
199,2025-03-19,130.1,130.6,123.5,124.6,18128400
200,2025-03-20,124.6,126.8,124.5,125.0,8203400
201,2025-03-21,125.0,129.0,125.0,128.0,6424800
202,2025-03-24,128.5,129.3,127.3,129.0,5090200
203,2025-03-25,129.8,129.9,126.5,126.5,5629200
204,2025-03-26,126.5,126.5,122.7,123.0,9734600
205,2025-03-27,122.0,126.5,121.1,126.2,6464400
206,2025-03-28,126.1,126.4,124.0,124.0,2944800
207,2025-03-31,123.4,123.4,121.0,121.0,5406300
208,2025-04-01,122.0,122.2,118.8,120.5,7824300
209,2025-04-02,121.2,122.3,120.8,122.0,3920200
210,2025-04-03,114.7,117.6,113.5,113.5,11484900
211,2025-04-04,105.6,113.9,105.6,113.0,21574500
212,2025-04-08,106.0,108.0,105.1,105.1,16276400
213,2025-04-09,97.8,108.0,97.8,105.3,16893300
214,2025-04-10,112.6,112.6,112.6,112.6,1005400
215,2025-04-11,117.0,118.5,114.3,118.5,19224000
216,2025-04-14,120.0,120.0,114.0,118.5,9217400
217,2025-04-15,116.1,117.0,113.7,116.0,7762400
218,2025-04-16,114.5,115.9,107.9,107.9,18032200
219,2025-04-17,105.0,111.3,104.9,109.4,8580100
220,2025-04-18,110.5,115.0,110.5,111.6,7485500
221,2025-04-21,112.0,112.5,110.0,111.7,4332300
222,2025-04-22,111.0,111.2,104.0,110.4,9127300
223,2025-04-23,111.7,111.7,107.7,110.4,5710800
224,2025-04-24,111.5,113.7,110.6,112.0,7740100
225,2025-04-25,112.0,112.4,110.2,112.4,5384100
226,2025-04-28,112.0,112.4,109.2,109.5,3853700
227,2025-04-29,109.6,110.5,109.1,109.4,2945500
228,2025-05-05,109.5,109.7,106.9,108.6,7167600
229,2025-05-06,108.6,111.0,108.6,109.7,5686200
230,2025-05-07,109.6,111.2,108.9,109.7,3926800
231,2025-05-08,110.4,114.6,109.0,114.3,12644900
232,2025-05-09,114.3,116.4,113.5,116.0,8496900
233,2025-05-12,117.0,118.7,116.7,118.3,8715200
234,2025-05-13,120.0,120.3,118.6,119.5,8565900
235,2025-05-14,120.0,126.3,120.0,126.3,12080300
236,2025-05-15,126.5,126.9,123.6,125.0,7806300
237,2025-05-16,124.5,124.7,120.9,121.0,8012200
238,2025-05-19,118.8,120.5,116.6,118.2,9916700
239,2025-05-20,116.8,119.3,116.8,119.2,7911300
240,2025-05-21,120.0,120.0,117.0,118.3,6024400
241,2025-05-22,117.1,117.6,115.6,116.8,6350700
242,2025-05-23,116.7,117.8,116.0,117.1,4440500
243,2025-05-26,116.7,117.8,115.0,117.3,4023400
244,2025-05-27,117.4,119.4,117.4,119.0,5498200
245,2025-05-28,119.2,119.4,117.5,118.4,3933600
246,2025-05-29,119.0,119.0,117.1,117.1,2933000
247,2025-05-30,118.0,118.2,116.5,116.5,4038000
248,2025-06-02,116.5,117.1,115.6,116.1,2916400
