,time,open,high,low,close,volume
217,2025-04-15,1310.0,1316.6,1299.7,1307.7,275452
218,2025-04-16,1303.0,1313.5,1286.1,1290.0,245654
219,2025-04-17,1288.3,1296.2,1284.2,1296.0,210259
220,2025-04-18,1302.1,1318.8,1290.0,1290.0,217811
221,2025-04-21,1294.8,1298.6,1286.7,1291.0,226177
222,2025-04-22,1285.4,1296.0,1214.1,1292.0,421002
223,2025-04-23,1313.2,1317.0,1295.7,1301.0,313201
224,2025-04-24,1306.0,1312.3,1297.1,1307.0,233288
225,2025-04-25,1314.4,1314.8,1307.0,1311.9,197439
226,2025-04-28,1315.3,1315.9,1306.2,1312.0,144326
227,2025-04-29,1312.2,1312.5,1306.2,1306.2,118296
228,2025-05-05,1313.2,1318.2,1308.0,1316.4,90446
229,2025-05-06,1317.5,1331.4,1316.2,1317.5,170591
230,2025-05-07,1319.0,1326.0,1317.1,1325.0,142297
231,2025-05-08,1327.9,1356.5,1325.3,1355.0,194249
232,2025-05-09,1354.2,1357.4,1346.8,1350.5,177559
233,2025-05-12,1356.0,1379.0,1352.8,1374.0,217169
234,2025-05-13,1379.0,1380.0,1372.0,1380.0,144941
235,2025-05-14,1378.6,1399.0,1378.0,1396.5,237267
236,2025-05-15,1396.5,1402.9,1386.6,1400.7,163958
237,2025-05-16,1397.9,1398.9,1384.2,1384.2,195891
238,2025-05-19,1379.0,1392.9,1373.1,1380.1,191035
239,2025-05-20,1384.0,1408.8,1382.2,1408.0,237729
240,2025-05-21,1407.2,1423.0,1407.2,1414.5,186564
241,2025-05-22,1408.0,1421.9,1402.0,1402.0,216019
242,2025-05-23,1404.0,1409.4,1400.5,1406.5,155881
243,2025-05-26,1409.4,1418.0,1308.1,1416.5,262615
244,2025-05-27,1417.4,1420.0,1407.6,1415.5,168247
245,2025-05-28,1420.9,1428.8,1418.6,1421.2,173078
246,2025-05-29,1427.9,1430.9,1417.0,1423.7,159670
247,2025-05-30,1420.0,1422.5,1415.0,1419.5,119937
248,2025-06-02,1411.1,1418.0,1408.6,1415.1,150038
