Error,Frequency
-0.06563895056117741,1
-0.05822717102925469,1
-0.05081539149733198,0
-0.04340361196540926,0
-0.03599183243348654,1
-0.02858005290156383,0
-0.021168273369641107,0
-0.013756493837718393,1
-0.006344714305795677,2
0.001067065226127044,12
0.00847884475804975,10
0.015890624289972472,6
0.023302403821895194,0
0.0307141833538179,0
0.03812596288574062,0
0.04553774241766333,1
0.05294952194958605,0
0.06036130148150876,0
0.06777308101343149,0
0.0751848605453542,1
